1,2
neutral,"b/ 그런 부분들이 되게 안 좋은 거 같애요.
"
neutral,"c/ 서로서로의 존중이 있어야 되는데.
"
neutral,"예 아무튼 b/ 그런 사회에서는 그런 느낌? 
"
neutral,"뭐 군대에서는 이제 하면은 이제 24시간이 모자라니까.
"
neutral,"어 그냥 하루 종일 얘기하잖아 그거는 어 그니까.
"
neutral,"군대에서의 이야기는 이제 이제 안주거리니까 진짜 영원한.
"
neutral,"응 누군 안 쪽팔리나.
"
neutral,"근데 사회에서는 b/ 그렇게 많이 없었던 거 같애요 뭐 그렇게.
"
neutral,"응 나도 약간 그런 공공시설에 좀 많이 느꼈던 거 같애, 꼰대.
"
neutral,"부산 가서 뭐 했어 그면 엄마랑?
"
neutral,"엄마랑 부산 여행 가서 아쿠아리움 가고 해운대 가고 그리구 그 호텔 안에 수영장 있어서 인제 거기서 좀 놀고. 
"
neutral,"그 시장, 자갈치시장인가 거기가 그치 응응응.
"
neutral,"응응 거기 어 자 자갈치시장 깡통시장, 거기 유명해 어.
"
neutral,"어어어어 거기 그니까 그리고 뭐지 아까 생각해보니까 엄마랑 나랑 결혼하기 전에 단둘이 유일하게 갔던 u/ 길게 갔던 데가 뭐 부, 또 부산이였거든?
"
neutral,"아 오 뭔가 되게 더 의미 있겠네, 어.
"
neutral,"응응 어어어어 그니까 우리 유일하게 진짜 제일 많이 엄마랑 나랑 그래도 간 곳 간 곳이.
"
happy,"나 방금 소름 돋았어, l/ 방금 소름 돋았어.
"
neutral,"어 그니까 u/ 응 결혼 전에 나 일할 때 u/ 어 놀러 가자 어디 맨날 서로 일만 하니까 엄마도 일하고 나도 일하니까 놀러 가자 하고 딱히 막 갈 곳이 없잖아.
"
neutral,"c/ 그때 여수도 막 생각도 못 하고.
"
neutral,"그냥 부산 갈까 해가지고 버스 타고 가서 버스를 근데 이게 참 웃긴 게 차로 가면 참 힘든 걸 긴 광주니까 광주에서 부산이고.
"
neutral,"또 차 멀미 있는 사람인데도 버스를 끝에서 끝을 가는 1시간인데도 버티고 아무 말 안 하고 그냥 잘 다니는 거야.
"
neutral,"c/ 버스 시 부산 시내에서 이제 버스 타고 다녀도.
"
neutral,"그러고 오면서 참 놀러 와서 그냥 그래도 힘든 게 또 찜질방 가서 자고 했어도 이게 참 놀러 왔다는 게 참 좋은 거구나 그래서 엄마가 티를 하나도 안 내고.
"
neutral,"응응응 그니까 그냥 놀러 와서 좋았던 거야 엄마는.
"
neutral,"그냥 뭘 하든 잠을 뭐 그냥 자든 어디서 자든 상관없고 돈가스를 먹었는 막 내 취향대로 먹었어 먹는 것도 막 엄마 먹고 싶은 거 안 먹고 그땐 어린 내가 어렸으니까.
"
neutral,"c/ 돈가스 먹고 막 쫄면 먹고 막 그냥 그런 거 먹었어도 아무 말 안 하고 그냥 다 따라 가서 먹고 응.
"
neutral,"어렸을 때도 엄마 밥을 잘 안 먹었겠다 엄마도 늦게 퇴근하시고 뭐 너도 나름 출근하고 뭐 퇴근하고 하는데 시간이 서로 안 맞으니까.
"
neutral,"응응 그니까 뭐지 이게 엄마랑 여행이 u/ 참 좋은 거야.
"
neutral,"c/ 참 진짜 많이 다녀 언니도 그래도 진짜.
"
neutral,"맞 지금 보면은 나도 딱히 엄마랑 뭐 제대로 된, 그니까 나도 결혼하기 전에 뭐 엄마랑 어디를 간다거나 그런 거는 없었던 거 같애.
"
neutral,"c/ 그러고 b/ 그냥 엄마 밥이라고 하면은 그냥 집에서 그냥 먹는 거?
"
neutral,"c/ 어 그냥 집에서 먹는 거 맨날 차려주는 거 그러니까 나도 어렸을 때는 하 나가서 먹게 u/ 집에서 먹냐 맨날 집에서 먹는 밥 어 그랬던 거 같애.
"
neutral,"응 맞아 똑같은 데 어어.
"
happy,"c/ 지금 보면은 지금은 이제 엄마 이제 엄마가 되려 밖에 나가서 먹자고. l/
"
happy,"어 나는 아 난 그냥 집에서 먹게 했는데 그거를 이제 요즘 실감하는 게 신랑이 집에서 먹게 이러면은 짜증 나 그게. l/
"
neutral,"아니야 나가서 한 끼 그냥 뭐 응.
"
neutral,"어 나가서 먹게 b/ 근데 이제 애기 아빠도 뭐 나름 집 밥이 먹고 싶었겠지?
"
neutral,"그래 진짜 계란에 먹더라도.
"
neutral,"어 이제 나는 이제 어 내가 이제 요리를 잘 못하니까는.
"
happy,"c/ u/ 뭐 엄마 집 밥이 그립다고 하더라고 u/ 그러면은 성당 들어 가가지고 엄마 밥 얻어먹고 와 l/ 응 엄 엄마 밥 얻어먹고 와 마누라 밥보다 야 엄마 밥이 더 맛있을 거야 이러면은 얘기하면은 피식 웃어.
"
neutral,"그래 시댁 가서 응응. 
"
neutral,"진짜 국 하나 끓여주고 뭐 똑같은 잡 고긴데도 그래도 엄마 해주는 건 참 뭔가 옛날 맛이라고 하지?
"
neutral,"이게 신랑도 우리 엄마가 해준 밥을 처음에는 입맛이 다른 같은 광주여도 입맛이 다르대.
"
neutral,"그지 글지 맞아 맞아.
"
neutral,"c/ 자기 엄마한테 너무 길들여져있어서 맛이 달르 맛이 좀 달르라고 막 그러더라고 그래서 어 처음엔 입맛에 안 맞았다고 그러더라고.
"
neutral,"근데 지금은 오히려 엄마 밥이 더 그립다고 그래, 그니까 이게 워낙 자 사위 온다고 막 이렇게 다해줬으니까 응응응응. 
"
neutral,"그지 이것저것 다해주고.
"
neutral,"c/ 그니까 엄마 밥이 그냥 진짜 참 좋은 거다 u/ 항상 엄마 자리가 제일 좋은 거다 이게 이게 엄마 자리가.
"
neutral,"애기 아 어 애기 아빠도 친정 가면은 푸 뭐가 됐든 푸짐하거든, 나는 맨날 친 친정엄마한테는 조금만 해 엄마 나 시댁 가면은 이런 대접도 못 받아 u/ 좀만 하라고 그냥 밥에다가 국만 있으면 된다고 그게 뭐 그게 집 집 밥이지 뭔 뭐냐고 하는데 그래도 어 사위는 무조건 왕이라고.
"
neutral,"맞아 손님이야. l/
"
neutral,"u/ 그건 옛날 마인 구닥다리 시대 마인드라고 대충 주라고 아니면 이제.
"
neutral,"어 근데 그게 안 된대, 잘.
"
neutral,"c/ 뭐 하나 하더라도 있어야 되고 국이라도 있어야 되고 고기 반 또 애기 아빠는 고기반찬을 좋아하니까는 고기라도 삼겹살이라도 꿔 가지고 줄려고.
"
neutral,"맞아 그래, 나 어 우리도 이제 엄마니까 난중에 애들 그래도 지금부터 지금도 그렇고 좀 커서도 딸 들이잖아, 언니도 딸이고 나도 딸이니까.
"
neutral,"그렇게 해서 주 어.
"
neutral,"놀러 다니는 그 재미가 그래도 그게 진짜 다 추억이야 진짜.
"
neutral,"뭔가 어디 대학로를 가서 뭐 삔 하나를 사더라도 그냥 엄마 딸이랑 할 수 있는 게 더 많잖아 엄마는. 
"
neutral,"어어 그니까 그런 게 참.
"
angry,"영상 보고 양 욕부터 나오더라 진짜. l/.
"
angry,"어 짜증 나 허.
"
angry,"n/ 우린 뭐야 최근에 시, 시아버지가 좀 약간 사고 친 게 있어가지고 b/ 시어머니는 그거 가지고 이제 우리한테 하소연하고 우리는 그니까 우리 형님네한텐 얘기도 안 해.
"
angry,"c/ 그냥 우리한테만 얘기해.
"
neutral,"c/ 맨날 우리한테만 얘기해 막.
"
angry,"c/ 나보고 어쩌라는 거야.
"
neutral,"그니까 형님은 인제 인제 아주 아주버님네지, 아주버님 네는 그냥 신경을 안 쓰고 이제 애기 아빠도 근데 이제 그니까 애기 아빠가 내가 효자라고 했잖아.
"
neutral,"c/ 효자인데 이제 약간은 자기도 내려놨어.
"
neutral,"이제 마음을?
"
neutral,"어 내 하도 맨날 얘기했잖아, 효자라고 그렇게 효자일 수가 없다고.
"
angry,"근데 이제는 그 작년에 시아버지가 조금 사건을 크게 터뜨린 게 하나가 있어가지고.
"
neutral,"뭐지 그 어 그 뭐냐.
"
neutral,"암튼 그렇게 사건이 좀 약간 심하게 터뜨린 게 있어서 b/ 그래갖고는 애기 아빠가 그 모습에 시아버지한테 완전 학을 떼버려가지고 그 어 그 뒤로는 완전히 거들떠도 안 보긴 하는데 그래도 자식 된 도리라고 찾아뵙기는 하는데.
"
neutral,"이제 내가 뭐 하면은 아버지 또 뭐 하시는 거 아니야 그러면은 신경을 아예 안 써 아 몰라 냅둬 막 그러기도 하고 또 그런데 더 웃긴 거는 자기 또 부 낳아준 부모라고 그 자식, 자식 도리는 해야 되지 않냐 말은 또 이런 식으로 해.
"
neutral,"그거를 그대로 닮아서 형부가 그렇게 할까 봐 좀 걱정스럽기는 해.
"
neutral,"그게 있어, 자식 진짜 말 그대로 자식 결혼할 때도 환경 보고 결혼해야 한다고 하잖아.
"
neutral,"그게 내가 볼 때는 애기 아빠도 애들한테 사랑을 어떻게 줘야 될지 몰라.
"
neutral,"근데 시아버지도 맨날 아주버님이랑 애기 아빠 맨날 때리기만 했지.
"
neutral,"뭐 이렇게 어디 가서 놀아준다거나 그러질 않았, 않았나 봐.
"
neutral,"그래갖고는 지금도 가서 가족끼리 모으면 모이면은 그냥 우두커니 앉아있어, 그나마 애들 때문에 웃어.
"
neutral,"그래 애들이 있으니까 그러는 거야.
"
neutral,"l/ 어 그나마.
"
neutral,"c/ 그래 나 추석 때 시아버지랑 시어머니랑 이제 시댁 가면 이제 신랑이랑 인제 같이 가니까 딱 그날 저녁에 그냥 밥만 먹고 올려고 했는데 며느리가 나 하나라 그거야.
"
neutral,"c/ 글고 아들이 하나라 그거야.
"
neutral,"그니까 자고 가야지, 아직 무슨 명절 전날에 갔는데 명절도 아닌데 명절에 집에 가서 뭐 할 거냐 같이 다 같이 밥 먹, 밥 먹어야지.
"
neutral,"넌 집에 가서 혼자 뭐 할래 약간 그런 거 있지.
"
neutral,"차례상은 안 차리더라도 난중에 다 보고 배우는 거라고 애들이.
"
neutral,"u/ 그런 거를 가부장적인 집은 무시 못 하는 것 같애.
"
angry,"그런 걸 봐서 뭐해, 진짜 어이가 없네.
"
neutral,"그래 지금, 지금 나이에 어 그래가지고 아침에 일어나면 처음에 신혼 초에는 명절에 추석에도 뭐 한복을 입고 오라고 막 그랬었어.
"
neutral,"나 첫날, 첫날 한복 입고 그 뒤로 절대 안 입어.
"
neutral,"그니까 옛날 사람이니까 아버, 아버지가 시아버지가 유독 뭔가 그런 옛날 권위 그런 걸 강조하고 가족 무조건 다 같이 모여야 한다.
"
neutral,"c/ 약간 그런 게 좀 강하고 아들은 내 편, 그니까 아들이 있으니까 아들은 무조건 그래도 집안일에 발 벗고 나서야 한다 약간 그런 게 조금 강하니까 아들 아들 오히려 어머님보다 더 해 아들 아들 하는 게 아버님.
"
neutral,"그래 난 그때 말 들어보니까 시어머니가 더 심한 줄 알았더니 또 그게 아니구만.
"
neutral,"더 기대시는 거 같애 이제 나이가 드셔서.
"
neutral,"어 딸 딸들보다 아들한테 더 기대는 게 크더라고 아버지가.
"
neutral,"응 그래서 뭔가 의지할려고 하는 것도 좀 더 큰 것 같고.
"
neutral,"제사 지내?
"
neutral,"안 지내, 제사도 막 어 지내 지내야지 말은 하는데 아직 큰 집에서 하니까 어 그니까 내가 편하게 지내지.
"
neutral,"그나마 다행이네 어.
"
neutral,"당신네도 돌아가시면 어떡한대?
"
neutral,"몰라 그거는 나도 u/.
"
neutral,"우리는 그게 걱정이여. b/
"
neutral,"그 뭐야 아주버님네 기독교잖아.
"
neutral,"응 으응 b/ 그럼 방식대로 해야 되나?
"
neutral,"난 제일, 이제 몰라 난 애기 아빠한테 내가 작년에 애기 아빠랑 대판 싸웠댔잖아.
"
neutral,"c/ 그때 애기 아빠한테 딱 얘기했어.
"
neutral,"단 그 나는 u/ 제사 지내면은 나는 부모님 돌아가시면은 재산 다 내가 받을 거라고 그런 식으로 얘기했어.
"
neutral,"그래 이게 제사가 뭐 내가 정말 마음에 우러나서 u/ 그래도 해주는 게 제산 건데 권익에 딱 무조건 하고 하는 게 나는 그렇게 별로.
"
angry,"아 우리 애기 아빠도 막 그 옛날 마인드 있어가지고 진짜 완전 어 그 있어갖고 제사 지 뭐라는지 알아, 애들한테 지 죽으면 제삿밥 얻어먹는다는 거야 그래서 내가 미쳤다고 어 얘.
"
surprise,"응 b/ 그, 그 말을 벌써 해?
"
angry,"어 그래갖고 내가 또라이냐고 야 내가 너 죽으면은 강가에다가 뿌려줄 거라고 했다니까.
"
angry,"진짜 어이가 없어가지고 애, 애들 뭐 고생시킬 일 있냐고.
"
angry,"뭔 제삿밥이냐고 요즘 시대에 제삿밥이냐고, 야 내가 너 너 오죽했으면은 야 나 먼, 너 먼저 죽어라 내가 너 어 납골당에다가 고이고이 모셔둘라니까 이랬다니까.
"
neutral,"아 그래 이게 제사 풍습도 없어져야 돼.
"
neutral,"요 근래 위로받은 거 있어?
"
neutral,"나 뭐지 최근에 큰집 이모가 전화가 왔는데 응 잘 지내냐 그냥 별 일없냐 애들은 괜찮지라는 그 말 한마디가 되게 큰 그니까 별말 아니잖아 솔직히 진짜 잘 지내냐.
"
neutral,"글지 그냥 안, 안부 묻는 거니까 어.
"
neutral,"어어어어 잘 지내냐 뭐 어디 아픈 데는 없지 밥은 잘 챙겨 먹어 그런 정말 사소한 말 한마디도 진짜 참 요즘에 요즘 들어서 더 그러는 것 같애 막 누가 연락을 하든 아님 그냥 신랑이든 뭐 누구든 지나가는 사람이든.
"
neutral,"그냥 뭐 괜찮아요 아니면 뭐 별 일없죠 그냥 그런 말이 되게 기분이 좋기도 좋고 그냥 그래도 아 날 생각해 주는 사람이 있다 라는 그런 느낌도 많이 받고.
"
neutral,"응 특히 애들이 애들이 뭔가 내 표정을 보면서 엄마 무슨 일 있어 엄마 왜 그래 아님 뭔가 드라마를 보면서도 뭔가 슬퍼서 막 이렇게 보고 있으면 엄마 쟤 왜 그래 뭐가 슬퍼 왜?
"
neutral,"엄마 괜찮아 그런 정말 그런 말 한마디 참 귀엽기도 하고 예쁘고 기특하고 별거 아닌 거에 응.
"
neutral,"응 나도 딱히 뭐 그렇게 요즘 요 근래는 뭐 위로 뭐 그런 거는 없는데 그냥 너가 애들 얘기하니까 갑자기 생각나는 게, 어 그 뭐지?
"
happy,"c/ 내가 이제 애들하고 장난 칠려고 이렇게 막 놀다가 다친 적을 했었어, 뛰어가다가 팍 다치니까는 채율이는 그런 감정이 별로 없어 다치던지 말던지 b/ 근데 채빈이가 와가지고 엄마 아퍼 이러면서 막 같이 아프지 마.
"
happy,"어 채빈이가 l/ 어어.
"
happy,"엄마 아퍼 l/ 어.
"
happy,"c/ 아프지 마 이러면서 하는데 그 모습이 귀여워가지고 또 어 귀여워가지고 내가 또 더 아픈 척을 했지 막 아이고 나 죽어 아이고 나 죽어 했지 하니까는 막 l/ 지도 똑같이 누워가지고 엄마 죽으면 안 돼 엄마 죽으면 안 돼 이러는데 그러니까 되게 어 귀여우면서도 참 이게 뭐가 됐든 그 내 편이 있다는 거?
"
neutral,"c/ 신 어 그니까 요즘은 신랑도 이제 뭐 일 바쁘니까는 b/ 솔직히 별로 신랑이랑 대화할 시간은 없어.
"
neutral,"뭐 너도 글겠지만 뭐 나보다 더 안 하면 안 했지.
"
neutral,"어 맞아 교, 교대 근무니까 근데 가장 내, 내 편은 나 자신이야.
"
neutral,"b/ 그런 거 같애, 어.
"
neutral,"보면 그냥 난 잘하고 있어 그래 이 정도면 됐지 괜찮아 잘 살고 있어 뭐 그런 거 있잖아.
"
neutral,"c/ 그래 여기서 내가 쓰러지면 어떻하냐 뭐 그런?
"
neutral,"야 그런 나 최면을 거는 되게 아침마다 최면을 걸어 그래 오늘도 잘 시작해 봐야지 그래 웃자라는?
"
neutral,"뭐가 힘들어, 그러면?
"
neutral,"c/ 그냥 전체적으로 뭐 애 키우는 거는 뭐 어쩔 수 없는 거고 뭐 애 키우는 건.
"
neutral,"으으응 근데 어 그냥 뭔가 하루가 바쁘게 지나가면 아 힘들다 하다가도 진짜 신랑이든 애들이 엄마 힘 고생했어 아님 신, 엄마 어어 힘내 막 그런 거 있잖아.
"
neutral,"c/ 신랑이 그래 오늘 고생했어 자기도 일 끝나고 왔는데도 그래 고생했어 진짜 그 한마디가 참 그래 그래도 웃는다 그것 때문에 웃는다 약간.
"
neutral,"그니까 나도 신랑 신랑도 딱 이제 힘들게 막 아주 파김치처럼 되고 오면은 오늘도 고생했네 이러고 이제 나도 뭐가 됐든 볼일 보고 뭐 하고 이제 뭐 블로그 같은 거 하고 뭐하고 하면은 뭔가 되게 열심히 하루를 한 거 같은데 나는 뭐 보이진 않아. l/
"
neutral,"c/ 신랑이 신랑이 그거를 이렇게 들여다보진 않으니까.
"
neutral,"c/ 그래서 막 힘들어가지고 난 이제 내가 구구절절 얘기를 해, 나 오늘 이렇게 이렇게 해서 너무 힘들었어 이러면은 그래 오늘 고생했네 하고 이제 신랑이 제일 얘기하는 거는 애 둘 다 씻기고 나서 있을 때 어 씻기고 나서 u/ 고생했네 오늘 고생했어 이러면서 이제 토닥토닥 여주는 거?
"
neutral,"그래 그 한마디가 그래 맞아.
"
neutral,"그니까 되게 사소한 건데 어.
"
neutral,"c/ 근데 신랑들도 자기 고생했어 수고했어 그 마디가 별거 아닌데 되게 힘이 많이 된대.
"
neutral,"어 나한테도 그때 얘기하더라고 신랑도.
"
neutral,"근데 갔다 왔는데 쳐다도 안 보거나 아니면 어 왔어 하는 것보다 그래도 자기 얼굴 한 번 보고 어 오늘 고생했어 그게 자기도 힘이 된다곤 하더라고.
"
neutral,"u/ 어어 왔는데 아무도 쳐다도 안 보고 되게 그게 좀 근다, 다 자기 할 일 하고 애들은 애들끼리 놀고 있고 아빠 왔는데 쳐다도 안 보고 그러면 뭐지 막 그런 그런 게 있다 하더라고.
"
happy,"어 열심히 일하고 왔는데 u/ 그래서 나도 요즘 애기 아빠 열심히 막 엉덩이 토닥토닥 l/ 그렇게 해주고 있어.
"
neutral,"으으응 그러니까 자기 자신과 자기 자기 주변이나 뭐 그렇게 사소한 말이 진짜 큰 힘이 돼.
"
neutral,"언니도 나한테 한 번씩 이렇게 연락해서 뭐 잘 지내지 뭐 밥 먹자 그런 게 그러니까 누군가의 관심이나 그런 연락이 내가 좀 그런 게 좀 글잖아 강하잖아.
"
neutral,"난 똥차 만난 적 있어.
"
neutral,"똥차가 그 예전에 친구 통해가지고 만났는데 b/ 뭔가 오피스텔이야, 그래갖고 사귀고 난 다음에 오피스텔을 갔어 지 오피스텔을.
"
neutral,"갔는데 내가 그때 당시 아이패드가 있어가지고 아이패드를 가지고 가서 이제 가 오피스텔에서 막 놀고 어떻게 하다가 이제 놓고 왔어.
"
neutral,"난 이제 뻐 이제 군산에 여가지고 이제 놓고 그러고 이제 와서 일을 하고 있었어, 그때 당시에 영등동 아름다운 피부과에 일을 하고 있었어.
"
neutral,"근데 갑자기 모르는 번호로 연락이 온 거야, u/ 뭔가 느낌이 쎄해 여자의 촉은 뭔가 그런 게 있잖아 그래갖고는 전화를 받았어 그러드만.
"
neutral,"c/ 저 근데 누구누구 여자 친군데요.
"
neutral,"재수 없다.
"
neutral,"누구신데요 이러니까는 아 저 누구누구 오빠 여자 친군데 이거 누구 그쪽 거 아이패드죠 이러는 거야 u/ 아니요 아이패드는 맞는데 누구시냐고요 이러니까는 저 여자친구라니깐요 이래갖고.
"
angry,"c/ 그 오빠 여자친구 전데요 이러면서는 싸웠던 적이 있었어 그래갖고 일단 나는 지금 일을 하고 있으니까는 관리로 또 들어가야 되고 아 일단 기다려 보시라고 저 지금 일하고 있으니까는 나중에 전화하자고 하고 끊고 관리하고 b/ 점심시간에 전화를 다시 했어 내가.
"
neutral,"언제 사귀었느냐고 하니까는 오래됐드만.
"
angry,"이 새끼가 어이가 l/ 없어가지고는 오래 그지 양다리인 거지.
"
neutral,"양다리였구나 그럼?
"
angry,"근데 만날 때부터 약간 좀 뭔가 묘한 게 있었어, 계속 막 내 옆자리로 오고 막 치근대고 하는 거야,
"
neutral,"c/ 일단 소개는 받았지만 너무 이렇게 막 빨리빨리 진도를 빼려고 하는?
"
neutral,"c/ 근데 이제 뭐 나도 관심이 있었고 괜찮았고 그리고 이제 제일 큰 거 OCI를 다녔어.
"
neutral,"그래갖고 좀 능력도 됐지, 아무래도 지금은 OCI가 좀 많이 한물갔긴 했지만 그때 당시엔 OCI가 조금 괜찮아가지고. b/
"
neutral,"아무튼 그렇게 해서 했는데 알고 보니까 양다리인 거지.
"
angry,"c/ 그래갖고 그 새끼한테 전화해가지고 막 b/ 이런 u/ 어 쌍욕을 막 육두문자를 겁나했지 하고서는 더 웃긴 건 뭔지 알아 해명할 가치도 못 느꼈나 봐 나한테.
"
angry,"해명도 안 해, 아무것도 안 해.
"
neutral,"그냥 알았대? 
"
angry,"하고서는 아 미, 미안해 이러고서는 아이패드는 보내준다고.
"
angry,"하 재수 없다 진짜.
"
neutral,"c/ 그러고서는 이제 나 근무하는 곳으로 해가지고 보냈는데.
"
angry,"u/ 개 또라이새끼네 진짜, 그래갖고 생각해 보니까는 사귀는 동안 아무 지 친구도 보여준 적도 없고 뭐 한 적도 없고 어 그런 거지.
"
neutral,"으응 선수네. 
"
disqust,"c/ 그니까 알고 보니깐 친구 통해 가지고 알아보니까는 오다리인 거야, 이제 막 여러 가지 인제 문어 다리인 거야 문어 다리.
"
angry,"u/ 내가 그 친구한테 이제 욕했지 이제.
"
angry,"너는 이런 쓰레기 같은 사람을 소개시켜 주냐고 자기도 몰랐다는 거야, 이러고 행실을 하고 다니는지 진짜 미안하다고 야 너도 연락하지 말라고 짜증 난다고.
"
neutral,"나 어 그래 나 뭐지 20대 초반 때, 만났던 동갑내기 남자친구가 있는데 내 정말 친한 친구가 소개를 해준 남자친구야.
"
neutral,"아 갑자기 그 생각나네.
"
neutral,"그니까 둘이 커플이고 이렇게 커플이야, 서로 남자는 남자끼리 알고 나는 내 친구를 이렇게 알고 그니까 내 친구의 남친의 친구야, 전 남친이.
"
neutral,"그래서 넷이서 되게 잘 놀고 이렇게 막 그랬어 다 넷이 동갑이고. 
"
neutral,"근데 어느 날 갑자기 연락을 안 해, 잠수를 타는 거야.
"
neutral,"정말 잘 만나고 있다가. 
"
neutral,"근데 더 웃긴 건 나한텐 연락 안 하는데 내가 너무 답답하잖아 연락할 방법이 없으니까 내 친구한테 연락 좀 해봐 그면 또 연락이 돼 내 친구랑은.
"
neutral,"그래서 내 친구한테 물어보라 그랬어 왜 나한테 연락을 안 하냐.
"
neutral,"그랬더니 생각할 시간인가 밑도 끝도 없이 생각할 시간이 필요하다고 했다는 거야.
"
neutral,"그 자기가 마음이 복잡하니까 별로 나랑 지금 연락을 안 하고 싶다는 식으로 이야기 했다는 거야.
"
neutral,"그래가지고 만나, 만나자고 한 번 그래보라고 내가 하니까 만나니까 내가 같이 나오니까 또 깜짝 놀래.
"
neutral,"그니까 이 내 친구랑은 친구니까 뭔가 만나서 이야기라도 해볼까 하고 또 변명을 그렇게 말한, 변명을 늘여서 친구라서 그렇게 만난 거지.
"
neutral,"만나는데?
"
angry,"c/ 네가 싫어서 널 피한 게 아니다 또 인제 내가 말하니까 왜 나랑 연락 안 하냐.
"
neutral,"근데 그게 습관성인 거야.
"
neutral,"c/ 연락을 했다 안 했다 했다 안 했다.
"
angry,"자기 바쁘면 잠깐 연락이 안 되는 게 아니라 한 일주일씩 연락이 안 되고 그래놓고 나 나 무슨 일 있다 잠깐 무슨 일이 있어서 그랬어라는 그냥 그럼 끝인 거야.
"
angry,"어 또라이네.
"
neutral,"그럼 진짜 난 나 혼자 맨날 기다리고 지치고 그러다가 헤어졌다가 또 만났다가 근데 내가 그래도 좋아해서 만나고.
"
neutral,"그니까 그렇게 좀 많이 대였어 너무 잘해주니까? 
"
neutral,"이용할 거 다 이용하고 나 인제 별로 우리 여, 여기까지 인 것 같애 그만 만나자 그런? 
"
neutral,"되게 어 가지고 놀 것만 갖고 놀고 u/ 마는 즐길 거 다 즐기고 인제 끝나 우리 끝내자 뭐 너랑 나랑 볼 거 다 봤는데 뭐 약간.
"
neutral,"응 군대, 군대 갔다 왔는데도 불구하고 마치 자기가 뭐 어딜 가야 되는 것처럼 나 어디 멀리 가 막 그런 거 있잖아.
"
neutral,"아 그런 남자들 딱 질색이야.
"
neutral,"내가 요즘 그 잘 때 이를 되게 많이 갈아, 그니까 어 나 이 되게 많이 갈아 그니까 그래서 항상 주기적으로 보톡스 맞거든.
"
neutral,"이게 보톡스를 맞으면 약간 이쪽 근육을 좀 둔하게 해가지고 하는데.
"
neutral,"그니까 피곤하기도 하지, 나도 일 뭐 하고 하고 하면은 2시 3시에 자니깐 근데 어떻게 하다가 나는 분명 그 둘째랑 자고 있었어 근데 눈 떠보니까 애기 아빠 옆에 있는 거야 내가.
"
neutral,"c/ 이제 첫째랑 애기 아빠랑 밑에 바닥에서 자고 나는 이제 그 2층 침대 1층에서 자고 있었거든, 채빈이랑 둘이.
"
happy,"근데 어느 순간 눈뜨니까는 이게 애기 아빠 옆에 아니 애기 아 어 애기 아빠 옆에 있는 거야, 이제 채율이도 옆에 있고 애기 아빠가 눈뜨자마자 아 너랑 진짜 잠 못 자겄다 이래 대뜸.
"
happy,"밖에 있어. l/
"
neutral,"시끄럽다고 어어.
"
happy,"l/ 왜 이렇게 이를 가냐고.
"
happy,"그래갖고 아 속으로 솔직히 아 씨 내가 이 갈, 이 갈고 싶어서 이 가냐고 어 내 잘못은 아닌데 u/ 속으로 니 마누라가 얼마나 피곤했으면 이를 갈았겄냐 안 그러면.
"
happy,"그래 내 잘못은 아니지. l/
"
happy,"c/ b/ 안 그러면 마우스피스라도 사주든가 그런, 그런 소리라도 하면서 이 아 니 옆에 못 자겠다 이렇게 얘기라도 하던가 u/ 좀 약간 은근 기분 나쁜 거야 나는 아침에 이제 지 출근하는데 u/ 짜증 나가지고는 이 이야기를 같이 일하는 선생님들한테 얘기했다?
"
happy,"c/ 그러니깐은 안되겄다, 너 l/ 보톡스 맞으라고 원장님한테 맞춰달라고.
"
neutral,"수술하자고?
"
neutral,"근데 한창 일 다닐 때는 맞았었거든, 원장님이 놔줘서 하면 한 3개월 지속되나?
"
neutral,"어 근데 이갈이가 내가 좀 심해.
"
neutral,"c/ 어 신기하다.
"
neutral,"c/ 그니까 자고 일어나면 치아가 되게 뻐근해 엄청.
"
neutral,"진짜 뻐근해.
"
neutral,"c/ 우리 신랑은 코골이가 심해 같이 못 자.
"
neutral,"진짜 코도 잘 골고 잠꼬대도 되게 많이 해 그래서 막 직장, 그니까 일하면서 스트레스 받았다가는 그런 걸 집에와서 그니까 그게 쌓였나 봐.
"
neutral,"하 내가 그러지 말라 했잖아 왜 내 말을 안 듣냐 하 피곤하다 진짜 혼자 막 그러고 어 자면서 얼마나 이게 쌓였는지 그게 정말 힘들었던 게 아 정말 나 너 때문에 힘들다 막 그런 거 있잖아.
"
neutral,"자면 자면서?
"
neutral,"c/ 힘들어 힘들어 하 진짜 못 다, 못 다니닌다 못 해먹겠다 하면서 막 u/.
"
happy,"둘, 난 둘째 어, 오늘 오늘 새벽에 내가 두신가 깼어 두시에 깨 가지고는 잠이 안 와 어제 그 밀크티 먹어가지고 그게 카페인 들어있잖아 잠이 안 오는 거야 또 더군다나 웹툰 재밌는 걸 내가 발견을 했어 또.
"
neutral,"c/ 근데 내가 한번 보면 끝장 봐야 하는 성격이라서 이게 1편에서 한 u/ 100 몇 화까지 있어.
"
surprise,"어, 다 보고 잤어?
"
happy,"그거를 계속 봐.
"
happy,"아직 다는 안 봤어.
"
neutral,"b/ 하다가 내가 옆에서 이제 어느 정도 보다가 채빈이가 막 잠꼬대를 해.
"
happy,"c/ 더워 막 이래.
"
neutral,"c/ 잠꼬대가 갸가 되게 심해 두.
"
neutral,"진심 아닐까 그거는?
"
neutral,"그럴 수도 있어, 그니까 땀이 나기도 했어.
"
